"uCode","GovEff","PolStab","RegQua","RuleOL","EntreprenPCplus","PolicyDB","ExpEdu","GovFundPup","PISA","PupTeachR","SchLifeExp","SciEngGrad","TertEnrol","TertMob","QSRank","RDCompExp","RDExp","ResPPop","GovOLServ","ICTAccWIPO5G20","ICTUseWIPO2","ElecOut","GroCap","LogPerf","GDPEner","ISOEnv","LowCarbonEner","DomCred2Priv","FinanceSSGEMplus","MicroLoanIMFFAS","JointVenPB","LateVCInt","MarkCap","VenCapInvPB","VenCapRecPB","AppTariffWTO","DomMarkSc","HHI","Demogdividend","FemEmpDeg","GERDFinBus","GERDPerf","KnowIntsEmp","PatFam","PublicPrivCopubs","StatClustDev","THEunirank","UniResColl","FDINetInfl","HiTechImp","ICTSevImp","IntelPropPay","ResTalBus","CitDoc","PatOrig","PCTInventors","SciTechArt","UtilModOrig","CompSoftSpend","GrowPPP","HiTechManuf","UnicornVal","EcComplexity","HTExpHKG","ICTServExp","IntelPropRec","ISOQual","BrandVal","CorpIAs","IndustDes","TradmkOrig","CreaGoodExp","CultServExp","EntMedia","FilmsOmdia","AppCrea","GHRecSentNoBot","TLDsMix"
"GBR",1.16114270687103,1.925,1.53656673431396,1.39836597442627,4.75749757936508,4.88148748387097,4.91903984598017,25.2646408081055,494.34997501739,16.3366605813372,17.8094100952148,23.2781946547322,79.7250671386719,21.5722694396973,97.3666666666667,6427.47592652763,2.798336228,4763.47722313909,0.95349,98.9733333333333,91.7584817361151,4151.86539868325,17.8596666666667,3.7,20.6647850924918,4.93250912156479,24.4726996589069,119.37218,4.9173925,NA,0.524202651880752,2.81001140567643,110.147025,1.08589111777578,0.821896396787762,0.77455874397073,4282.173,0.073436799,28.8386273079967,21.8301631657242,61.94591215,1.839064961,55.186766221966,1.71594058291187,5.42386920750559,4.82479898156682,93.6,5.17113688018433,-0.347953333333333,11.2824787962468,1.75582967336947,1.82681150153073,41.7776351544679,2048,4.2069410902566,1.50320239280384,28.4178149738462,NA,0.558411230990803,0.490447340602949,39.81257501,5.10286009477621,1.6361722,8.43739349151143,4.55592748698169,2.74507550681864,10.8883543672331,13.7850598121686,84.3125089023116,8.60167910267392,46.5499505975664,1.71806574931711,3.50427513393937,2.35941020999916,3.63034432860603,735483.403951405,3421627.13517133,396.890845055207
"QAT",1.19741261005402,1.4,0.977040886878967,0.932885050773621,5.902755,5.46903244970414,3.2336699962616,NA,421.937668076905,12.5541163174824,13.1411600112915,20.1206398010254,35.0854911804199,40.5375595092773,34.6666666666667,0,0.68058,947.77921,0.76549,99.91,96.1408155539387,20304.8327137546,NA,3.5,5.6864425896684,3.06356085651204,0.626224965510541,118.07578,4.91425,NA,0.0332518787823302,0.00354628789492686,96.1093233333333,0.0996395093785185,0.0204749929470393,3.56254175583113,355.999,0.265755102,24.7966471206131,NA,9.25402,0.06185,NA,0.0341699270472058,1.66357721998435,4.99967144378698,82.1,5.19000315976331,-0.266223333333333,5.44557050431097,1.70256225264702,0,16.08344,340,0.181068420499282,0.0273865937825668,8.42137197014598,NA,0.309375916215772,-0.24169419729922,38.44914106,0,-0.32663545,0.374760522942136,1.36340073545749,0,4.77494947606976,10.3461189919414,37.7179813328874,NA,3.69730032825952,0.00419333145760621,0.124337783843853,0.838001130297013,0.399115082040101,75525.2406232382,278769.225252111,19.7642432626593
"BRN",1.4017870426178,0.7,0.97689163684845,0.886853814125061,NA,4.08823537826538,4.42540979385376,24.0167007446289,439.060044240351,8.11984126984127,13.6165949729013,35.8646392822266,36.4182725443167,4.65849018096924,17.5333333333333,0,0.27764,506.18125,0.5802,98.3325789473684,89.5870450211422,12444.4444444444,28.8836666666667,NA,6.01152073732719,0.511077607134643,0.0149409857773369,37.00245,NA,NA,NA,NA,NA,NA,NA,0.0521309177800708,41.016,NA,35.0236096874772,14.0676322616346,0,NA,37.9964384809707,0,1.97886123906578,3.90322589874268,49.2,4.05882358551025,-0.209393333333333,3.60349087641123,0.568049024493843,0.0807758074693244,NA,147,0,0,9.92295689487029,NA,0.156936096016504,-0.787659484902226,NA,0,NA,0.252365318328005,0.333095641677488,0,2.40206475353282,NA,NA,0,5.05966831063297,0.025472387741106,0.00921486973072258,NA,NA,2371.62238489964,187114.363610274,22.3131008753049
"RUS",-0.712461888790131,3.975,-1.12207186222076,-1.18764269351959,3.8029188712522,3.52523159980774,4.05402755323777,NA,481.335384420144,8.08533834107932,14.9131803512573,31.3627395629883,93.7277679443359,4.79095983505249,44.2,100.609834229477,0.92527,2683.9498,0.7766,89.3996842105263,90.9546001525248,8004.59738088604,24.5,2.6,4.76933455463683,0.062192215715159,12.4852930855485,54.22116,3.66065972222222,0.317994270030406,0.00745888862399726,0.0544753230579477,38.5309333333333,0.0178426984070657,0.0101413989087261,4.03062083643924,6909.381,0.104016714,27.8814307717164,20.2899553409325,29.22673267,0.621472272,45.8349437852959,0.0798961141181667,1.50640575934483,3.94347643852234,73.4,3.79277348518372,-0.0196766666666667,9.61871413837335,0.859599017156078,1.08017801714741,46.5433158688477,806,3.2496584418869,0.102899651936982,5.11695620779922,1.47142175551273,0.269083379804452,1.49496296968004,25.19444383,0,-0.36029798,2.3678600282532,0.684694969810887,0.20336449451292,0.274259993252528,1.89481615952577,45.7042409064209,1.15723589538133,77.6249453130795,0.378896372921332,0.419651347849863,NA,1.24338791414131,412399.82538245,790083.615720836,65.3257744507257
"NPL",-0.807803750038147,2.7,-0.661413729190826,-0.462669461965561,NA,3.04111207650273,3.95641148036706,9.38825988769531,NA,33.0077105095054,13.5081426420221,NA,19.0357612047581,NA,0,0,NA,NA,0.44806,62.811350877193,NA,349.918166939444,34.167,NA,7.11521035598706,0.355889661717511,38.4009587533309,91.87341,NA,9.49386512330361,0.0189199807432772,0.00502295521231094,NA,0.0210597026317853,0.0230306663936456,12.1605948091974,169.122,0.132131044,47.5057009862307,2.92898027374392,NA,NA,13.2333314002366,0,1.790786262504,3.29358589071038,34.3,3.31148477595628,0.291666666666667,10.7060651412812,0.192845080666369,0.000203040140247471,NA,224,0.198074713782039,NA,8.23074466952851,NA,0.0187886114693538,1.11253935513394,8.965598573,0,-0.14819995,0.0319735636556423,1.39175430104746,0.0909037805040304,3.17178856407887,0,NA,0.148556035336529,39.6644614348532,0.22687575639956,NA,NA,2.68814949724078,297819.238291205,406648.354277519,7.753334702829
"BGD",-0.697334110736847,3.15,-0.914152979850769,-0.502657234668732,NA,3.60486082993197,1.9631509166756,6.51515007019043,NA,28.6449335532982,11.096868248129,11.1458501815796,24.2003442708621,0.0598299987614155,17.2666666666667,0,NA,NA,0.73744,64.0474385964912,77.7364918817224,613.761202659728,31.0006666666667,2.6,22.1925293065766,0.201460717710182,0.839035318057861,37.64138,NA,3.34943891553782,0.0102529750841568,0.0291268247781896,19.8166033333333,0.0151652597992757,0.0255423664156829,7.01222223530619,1692.743,0.225881483,46.5732204311231,1.8597877192323,NA,NA,9.2497429135588,0.000801564011699628,1.13994218299356,3.74556113605442,37.2,2.9222893877551,0.367146666666667,8.49611830401834,0.208144465011275,0.0797456523944652,NA,343,0.0427147724258931,NA,3.56108399207677,NA,0.157444906297534,3.46485210715481,6.488472824,0,-0.6551144,0.23854854840844,0.980374796462593,0.00387693299883388,0.67769855356305,0.326315330721211,55.717534678154,0.63689638288757,5.61922394271375,0.0610379217720345,0.154153814406651,NA,NA,121754.725134763,207062.026607616,1.45292439550786
"IRN",-1.02239692211151,3.8,-1.68747353553772,-1.06095492839813,3.19012507936508,2.24580176470588,2.82443290958712,16.0352592468262,NA,19.008858613321,13.9399795532227,35.0184516906738,58.6677703857422,0.765919983386993,31.3,0,0.72665,2239.74005,0.37729,80.0907719298246,88.3165964965146,4152.11744776962,39.829,2.3,4.62130642954856,0.246853246057691,2.29131374276692,60.29749,3.539365,NA,0.00865570518381912,0.0107809705466401,463.191416666667,0.00891609890328926,0.00848108500632395,11.689352256533,1698.463,0.150717959,35.4018873877812,8.22047213400875,NA,0.20857,20.6433219757724,0.0189024911214999,1.11674520769168,3.50026541176471,61.4,3.05353482352941,0.36784,11.8730283427301,0.585660678941815,0.199371580472061,19.24916,541,5.31390671197101,0.189971756817782,23.0249348970216,NA,0.655299067453996,3.53571011502497,30.11914823,0,-0.15773574,0.201572299931971,0.209788899919456,0.0209493318030511,1.22551700131426,0.221773941394769,NA,4.86269647487315,199.568038066645,0.127620466870639,0.138661464831988,0.0635381385183621,1.74044124857362,25565.5138304348,137223.889326765,29.8051856918542
"NGA",-0.847906708717346,3.6,-0.936865150928497,-0.887689292430878,NA,3.19474482352941,0.348516707890877,NA,NA,15.2892972830764,NA,NA,11.3433500718487,NA,0,0,0.28444,22.12011,0.53719,63.3557719298246,56.597774441996,189.71448996917,22.6656666666667,2.6,14.3603336921421,0.13855830087935,3.63865495265794,12.95747,NA,0.495821710367029,0.0586337150002651,0.0666570607023434,21.9610166666667,0.131785672819454,0.102758395476989,10.675350266321,1489.832,NA,61.4254045448882,2.81859655286142,NA,NA,38.1412568417574,0.000833265977666805,0.925090297560165,3.36345282352941,37.2,2.74506968382353,0.409033333333333,20.3208957492904,0.842994925818234,0.394367563734449,NA,340,0.357868257347428,0.00309873864972695,3.83667420219192,NA,0.227706331808401,-1.38505850081727,NA,5.77056243748557,-1.7110643,0.104591560262509,0.304945045852309,0,0.69844694524897,1.13911928393732,49.6578341919368,0.88681499869509,10.0957138838543,0.000119757575267997,NA,0.0634294986316351,0.432700803829056,62239.41610978,166272.506626605,3.08076284917209
"DZA",-0.670135140419006,2.6,-0.948087155818939,-0.678364396095276,NA,4.506626,5.61015717726636,NA,361.736857197974,NA,15.253680229187,31.1485595703125,55.5320205688477,0.220640003681183,0,0,0.47865,821.66519,0.332,89.9926666666667,83.8111496005924,2031.84855233853,36.9666666666667,2.5,8.71874541990327,0.162171345610305,0.270369485546555,18.86936,NA,NA,0.0170982845154325,0.00221562205807751,0.202006666666667,0.0177418216011876,0.0135602239752488,12.7025065947775,826.136,0.481077696,44.3165652626044,NA,6.74413,0.0364,NA,0.00308159287535727,0.562657960007722,4.73056652173913,32,4.26074991304348,0.457096666666667,10.3843203312453,0.580157989188502,0.324985214862421,0.45618,263,1.79675554342846,0.0193671502028722,6.98432219392449,NA,0.00787491993005112,0.859216123220123,4.054367799,0,-0.71833086,0.0195608893909628,0.156456733568934,0.00087454161571878,0.639675863240647,0,NA,1.38360473437363,18.0035935110869,0.0125284852338322,0.00679408482978269,0.0820859202366601,0.198252909452312,11675.1054210694,92622.5043478464,1.95483258264061
"KWT",0.0075402706861496,2.05,0.320921540260315,0.341668486595154,4.22420634920635,3.44119014049587,5.0262608311279,NA,NA,7.58835795397447,14.7127103805542,NA,51.8967208862305,NA,16.4333333333333,0,0.0976,159.38516,0.63655,99.9933333333333,98.1102666666667,19564.4028103045,19.509,3.2,4.50262529832936,2.00999804195022,0.101798292680843,91.95706,4.55625,NA,0.0330409858789424,0.00901105810418375,90.1589833333333,0.097207318066387,0.0386666272914645,3.73727100623132,249.255,0.396269624,28.8166611122994,NA,NA,NA,22.6505039826039,0.0180956172415041,1.06971598975614,4.02856985123967,50.8,2.87993094214876,0.50575,5.42821858501495,0.331795433896527,0.592693378052932,NA,240,0.0675365372666613,0.00601793344165614,9.1913903432228,NA,0.434572197356115,-3.60961326602989,20.86602219,0,-1.0036715,0.403344812449954,6.63953112584491,0.631977324684232,3.92808762472577,8.99734485952454,44.5483489998673,0.0558476476173,19.3153078402119,0.164380555872761,NA,0.396921261103088,0.258747208117624,172220.327173653,136055.069915269,18.9079171595869
"PAK",-0.577790379524231,3.475,-0.901008188724518,-0.859885513782501,3.51690476190476,3.24835085714286,1.8773426772058,15.3828802108765,NA,11.6600265926187,7.46059761562907,NA,11.2244997024536,NA,30,0,0.16375,473.71632,0.70417,56.2918947368421,74.6583168126942,732.762276312442,14.2763333333333,NA,11.1667538354254,0.70522514941379,18.1117115798568,11.97679,3.58,0.640780751739067,0.0111432072810623,0.0212116047906635,12.2535866666667,0.0245449741046198,0.0369894561960991,6.55384063212871,1584.474,0.125388546,56.2006549372729,1.9978159574303,NA,NA,11.4416838230504,0.0054460171331699,0.556711594042445,3.82625285714286,48.1,3.49392657142857,0.537363333333333,9.96818023383049,0.724108217628311,0.301105853578862,NA,481,0.303656982721322,NA,14.4287631100289,NA,0.356024559794629,0.13140592648796,21.48054839,0,-0.52038205,0.984189174485168,5.85536317647655,0.0233362574126332,2.16727728844238,0.284538353909906,48.8175352873456,0.389660049723004,28.7918421460014,0.0717291743093128,0.184271159935592,0.0160041864010229,0.120131486314401,1108993.89756936,159798.249625183,2.36699584113513
"ECU",-0.494244992733002,2.7,-0.718200981616974,-0.957790791988373,3.73949910714286,2.80419105050505,3.89365005493164,6.00277996063232,NA,19.6618316022061,14.8516702651978,19.6662998199463,59.8797798156738,0.699289977550507,8.9,0,NA,NA,0.88507,70.1352280701754,74.697420995916,1833.88888888889,21.7536666666667,NA,12.2684438933664,0.761780766420704,28.9123838918151,55.55038,2.92945625,0.669888035739983,0.0175897065194469,0.00953377344142158,NA,0.032969242116996,0.0316756337771089,6.52098005841294,296.728,0.24289092,41.0639217924519,8.49599028798224,NA,NA,13.0313664356619,0.00417684773301589,0.51717751019676,3.23433139393939,47.1,3.33349317171717,0.568326666666667,7.5380975219599,0.541166503267862,0.751036999909283,NA,243,0.14196823374204,0.0219052465557682,8.98128926154593,0.0554022375578694,0.257431526797518,0.721972039270524,9.895222518,1.19371627751516,-0.96216965,0.307683896823901,0.22900173897016,0.0430944855412001,4.53259556020319,0,NA,0.173131992368342,46.2400925217367,0.0372724525324066,0.038197535396005,NA,NA,29663.7130472834,327673.714173335,9.46311242698748
"KEN",-0.303605198860168,2.775,-0.390806585550308,-0.326221644878387,NA,3.50713659615385,4.02242346098974,NA,NA,30.6507400234659,NA,NA,10.4975595474243,1.29358994960785,0,0,0.80874,200.85225,0.77704,57.6256140350877,66.8682866754542,230.49001814882,17.355,NA,8.35892323030907,0.355264213433571,28.4521552166216,31.63983,NA,0.249361471705889,0.0967015614806595,0.077448609603021,18.7404866666667,0.25840120978799,0.289609284669713,11.0106782505367,375.356,0.245612813,57.7734285444624,1.92629846681669,NA,NA,15.8389575560147,0.00703905620334425,1.90579945157351,3.71811209615385,35.4,3.60561913461538,0.582926666666667,8.68205466604867,0.488394874916981,0.349358823639358,NA,371,1.04000733448699,0.0159845586589797,7.41163055872292,0.976976586942321,0.111759324704845,1.93748316035826,12.35578879,1.71435428845725,-0.24720798,0.585010369124608,5.60477828292826,0.353485057124359,1.59295889249246,1.74395261524747,-16.4643417970462,0.452675368729873,16.6057369440402,0.177659465081932,0.0102307172939209,0.0768652608642972,1.36660903537723,30458.0214522489,411718.754642702,5.64754463498837
"ZMB",-0.658970057964325,2.625,-0.49810004234314,-0.529127418994904,NA,5.15876953488372,4.07374933049157,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0.49584,66.638350877193,72.3827469476483,945.55177442878,30.1066666666667,NA,4.15861214374226,0.165592288130581,60.8538009538455,12.97509,NA,1.57794584292247,0.0359619334585769,0.00755430533087195,15.6933733333333,0.0433790009933245,0.103794313381504,6.46556776566214,88.56,0.234807712,61.7133619681594,4.43549469027076,NA,NA,11.3087811539987,0,2.28981667545687,4.47328445197169,38.4,4.19747445298281,0.6241,5.16694581179082,0.456775999112784,0.238601355984156,NA,171,0.0591401029037791,0.0112917795844625,7.19286359530262,NA,0.0319910279563947,-0.205698299350114,10.10574566,0,-0.8095304,0.186433537251992,0.224496781846262,0,0.449464782068721,0,NA,2.02259151930924,15.9205157016973,0.0442376456508147,NA,NA,NA,NA,31969.5802331221,0.931388806009958
