"uCode","PolStab","GovEff","RegQua","RuleOL","PolicyDB","EntreprenPCplus","ExpEdu","GovFundPup","SchLifeExp","PISA","PupTeachR","TertEnrol","SciEngGrad","TertMob","ResPPop","RDExp","RDCompExp","QSRank","ICTAccWIPO5G20","ICTUseWIPO2","GovOLServ","ElecOut","LogPerf","GroCap","GDPEner","LowCarbonEner","ISOEnv","FinanceSSGEMplus","DomCred2Priv","MicroLoanIMFFAS","MarkCap","VenCapInvPB","VenCapRecPB","LateVCInt","JointVenPB","AppTariffWTO","HHI","DomMarkSc","Demogdividend","KnowIntsEmp","FemEmpDeg","GERDPerf","GERDFinBus","PublicPrivCopubs","UniResColl","THEunirank","StatClustDev","PatFam","IntelPropPay","HiTechImp","ICTSevImp","FDINetInfl","ResTalBus","PatOrig","PCTInventors","UtilModOrig","SciTechArt","CitDoc","GrowPPP","UnicornVal","CompSoftSpend","HiTechManuf","IntelPropRec","EcComplexity","HTExpHKG","ICTServExp","ISOQual","CorpIAs","TradmkOrig","BrandVal","IndustDes","CultServExp","FilmsOmdia","EntMedia","CreaGoodExp","TLDsMix","GHRecSentNoBot","AppCrea"
"GBR",1.925,1.16114270687103,1.53656673431396,1.39836597442627,4.88148748387097,4.75749757936508,4.91903984598017,25.2646408081055,17.8094100952148,494.34997501739,16.3366605813372,79.7250671386719,23.2781946547322,21.5722694396973,4763.47722313909,2.798336228,6427.47592652763,97.3666666666667,98.9733333333333,91.7584817361151,0.95349,4151.86539868325,3.7,17.8596666666667,20.6647850924918,24.4726996589069,4.93250912156479,4.9173925,119.37218,0.446289901288334,110.147025,1.08589111777578,0.821896396787762,2.81001140567643,0.524202651880752,0.77455874397073,0.073436799,4282.173,28.8386273079967,55.186766221966,21.8301631657242,1.839064961,61.94591215,5.42386920750559,5.17113688018433,93.6,4.82479898156682,1.71594058291187,1.82681150153073,11.2824787962468,1.75582967336947,-0.347953333333333,41.7776351544679,4.2069410902566,1.50320239280384,0.314293647911778,28.4178149738462,2048,0.490447340602949,5.10286009477621,0.558411230990803,39.81257501,2.74507550681864,1.6361722,8.43739349151143,4.55592748698169,10.8883543672331,84.3125089023116,46.5499505975664,13.7850598121686,8.60167910267392,3.50427513393937,3.63034432860603,2.35941020999916,1.71806574931711,396.890845055207,3421627.13517133,735483.403951405
"QAT",1.4,1.19741261005402,0.977040886878967,0.932885050773621,5.46903244970414,5.902755,3.2336699962616,17.9584999084473,13.1411600112915,421.937668076905,12.5541163174824,35.0854911804199,20.1206398010254,40.5375595092773,947.77921,0.68058,0,34.6666666666667,99.91,96.1408155539387,0.76549,20304.8327137546,3.5,24.5333333333333,5.6864425896684,0.626224965510541,3.06356085651204,4.91425,118.07578,0.446289901288334,96.1093233333333,0.0996395093785185,0.0204749929470393,0.00354628789492686,0.0332518787823302,3.56254175583113,0.265755102,355.999,24.7966471206131,23.9914416702218,9.22638316737593,0.06185,9.25402,1.66357721998435,5.19000315976331,82.1,4.99967144378698,0.0341699270472058,0,5.44557050431097,1.70256225264702,-0.266223333333333,16.08344,0.181068420499282,0.0273865937825668,0.149341032693241,8.42137197014598,340,-0.24169419729922,0,0.309375916215772,38.44914106,0,-0.32663545,0.374760522942136,1.36340073545749,4.77494947606976,37.7179813328874,3.69730032825952,10.3461189919414,0.411200282680651,0.124337783843853,0.399115082040101,0.838001130297013,0.00419333145760621,19.7642432626593,278769.225252111,75525.2406232382
"BRN",0.7,1.4017870426178,0.97689163684845,0.886853814125061,4.08823537826538,4.42349206349206,4.42540979385376,24.0167007446289,13.6165949729013,439.060044240351,8.11984126984127,36.4182725443167,35.8646392822266,4.65849018096924,506.18125,0.27764,0,17.5333333333333,98.3325789473684,89.5870450211422,0.5802,12444.4444444444,2.8,28.8836666666667,6.01152073732719,0.0149409857773369,0.511077607134643,3.6925,37.00245,2.99091540519241,63.848,0.167025521129928,0.100219790799408,0.00764188940652609,0.0430535948406234,0.0521309177800708,0.192859354,41.016,35.0236096874772,37.9964384809707,14.0676322616346,0.02185,0,1.97886123906578,4.05882358551025,49.2,3.90322589874268,0,0.0807758074693244,3.60349087641123,0.568049024493843,-0.209393333333333,4.39647,0,0,0.0237208530018739,9.92295689487029,147,-0.787659484902226,0,0.156936096016504,8.229672752,0,-0.18593262,0.252365318328005,0.333095641677488,2.40206475353282,-16.2611684721944,5.05966831063297,0,0,0.00921486973072258,5.9126000950806,0.364342698673376,0.025472387741106,22.3131008753049,187114.363610274,2371.62238489964
"RUS",3.975,-0.712461888790131,-1.12207186222076,-1.18764269351959,3.52523159980774,3.8029188712522,4.05402755323777,21.2087707519531,14.9131803512573,481.335384420144,8.08533834107932,93.7277679443359,31.3627395629883,4.79095983505249,2683.9498,0.92527,100.609834229477,44.2,89.3996842105263,90.9546001525248,0.7766,8004.59738088604,2.6,24.5,4.76933455463683,12.4852930855485,0.062192215715159,3.66065972222222,54.22116,0.317994270030406,38.5309333333333,0.0178426984070657,0.0101413989087261,0.0544753230579477,0.00745888862399726,4.03062083643924,0.104016714,6909.381,27.8814307717164,45.8349437852959,20.2899553409325,0.621472272,29.22673267,1.50640575934483,3.79277348518372,73.4,3.94347643852234,0.0798961141181667,1.08017801714741,9.61871413837335,0.859599017156078,-0.0196766666666667,46.5433158688477,3.2496584418869,0.102899651936982,1.47142175551273,5.11695620779922,806,1.49496296968004,0,0.269083379804452,25.19444383,0.20336449451292,-0.36029798,2.3678600282532,0.684694969810887,0.274259993252528,45.7042409064209,77.6249453130795,1.89481615952577,1.15723589538133,0.419651347849863,1.24338791414131,0.238495014179243,0.378896372921332,65.3257744507257,790083.615720836,412399.82538245
"NPL",2.7,-0.807803750038147,-0.661413729190826,-0.462669461965561,3.04111207650273,4.54095238095238,3.95641148036706,9.38825988769531,13.5081426420221,382.650010086047,33.0077105095054,19.0357612047581,19.6662998199463,0.699289977550507,133.19638,0.16375,0,0,62.811350877193,74.6583168126942,0.44806,349.918166939444,2.6,34.167,7.11521035598706,38.4009587533309,0.355889661717511,3.58,91.87341,9.49386512330361,15.6933733333333,0.0210597026317853,0.0230306663936456,0.00502295521231094,0.0189199807432772,12.1605948091974,0.132131044,169.122,47.5057009862307,13.2333314002366,2.92898027374392,0.0493557253926562,21.07,1.790786262504,3.31148477595628,34.3,3.29358589071038,0,0.000203040140247471,10.7060651412812,0.192845080666369,0.291666666666667,4.32809,0.198074713782039,0.00414085533507801,0.0554022375578694,8.23074466952851,224,1.11253935513394,0,0.0187886114693538,8.965598573,0.0909037805040304,-0.14819995,0.0319735636556423,1.39175430104746,3.17178856407887,46.5419253172139,39.6644614348532,0,0.148556035336529,0.154153814406651,2.68814949724078,0.0634294986316351,0.22687575639956,7.753334702829,406648.354277519,297819.238291205
"BGD",3.15,-0.697334110736847,-0.914152979850769,-0.502657234668732,3.60486082993197,4.54095238095238,1.9631509166756,6.51515007019043,11.096868248129,396.661229047105,28.6449335532982,24.2003442708621,11.1458501815796,0.0598299987614155,200.85225,0.16375,0,17.2666666666667,64.0474385964912,77.7364918817224,0.73744,613.761202659728,2.6,31.0006666666667,22.1925293065766,0.839035318057861,0.201460717710182,3.58,37.64138,3.34943891553782,19.8166033333333,0.0151652597992757,0.0255423664156829,0.0291268247781896,0.0102529750841568,7.01222223530619,0.225881483,1692.743,46.5732204311231,9.2497429135588,1.8597877192323,0.0493557253926562,8.09059,1.13994218299356,2.9222893877551,37.2,3.74556113605442,0.000801564011699628,0.0797456523944652,8.49611830401834,0.208144465011275,0.367146666666667,6.20438,0.0427147724258931,0.0219052465557682,0.0554022375578694,3.56108399207677,343,3.46485210715481,0,0.157444906297534,6.488472824,0.00387693299883388,-0.6551144,0.23854854840844,0.980374796462593,0.67769855356305,55.717534678154,5.61922394271375,0.326315330721211,0.63689638288757,0.154153814406651,2.68814949724078,0.0634294986316351,0.0610379217720345,1.45292439550786,207062.026607616,121754.725134763
"IRN",3.8,-1.02239692211151,-1.68747353553772,-1.06095492839813,2.24580176470588,3.19012507936508,2.82443290958712,16.0352592468262,13.9399795532227,434.406310181025,19.008858613321,58.6677703857422,35.0184516906738,0.765919983386993,2239.74005,0.72665,0,31.3,80.0907719298246,88.3165964965146,0.37729,4152.11744776962,2.3,39.829,4.62130642954856,2.29131374276692,0.246853246057691,3.539365,60.29749,1.19543085598163,463.191416666667,0.00891609890328926,0.00848108500632395,0.0107809705466401,0.00865570518381912,11.689352256533,0.150717959,1698.463,35.4018873877812,20.6433219757724,8.22047213400875,0.20857,28.72709132,1.11674520769168,3.05353482352941,61.4,3.50026541176471,0.0189024911214999,0.199371580472061,11.8730283427301,0.585660678941815,0.36784,19.24916,5.31390671197101,0.189971756817782,1.07268858248383,23.0249348970216,541,3.53571011502497,0,0.655299067453996,30.11914823,0.0209493318030511,-0.15773574,0.201572299931971,0.209788899919456,1.22551700131426,52.2794779469232,199.568038066645,0.221773941394769,4.86269647487315,0.138661464831988,1.74044124857362,0.0635381385183621,0.127620466870639,29.8051856918542,137223.889326765,25565.5138304348
"NGA",3.6,-0.847906708717346,-0.936865150928497,-0.887689292430878,3.19474482352941,4.22420634920635,0.348516707890877,16.0612697601318,11.5851097106934,371.425620374612,15.2892972830764,11.3433500718487,16.5773391723633,1.29358994960785,22.12011,0.28444,0,0,63.3557719298246,56.597774441996,0.53719,189.71448996917,2.6,22.6656666666667,14.3603336921421,3.63865495265794,0.13855830087935,3.78495,12.95747,0.495821710367029,21.9610166666667,0.131785672819454,0.102758395476989,0.0666570607023434,0.0586337150002651,10.675350266321,0.245612813,1489.832,61.4254045448882,38.1412568417574,2.81859655286142,0.0493557253926562,18.94934,0.925090297560165,2.74506968382353,37.2,3.36345282352941,0.000833265977666805,0.394367563734449,20.3208957492904,0.842994925818234,0.409033333333333,6.32054,0.357868257347428,0.00309873864972695,0.0241085850671424,3.83667420219192,340,-1.38505850081727,5.77056243748557,0.227706331808401,12.35578879,0,-1.7110643,0.104591560262509,0.304945045852309,0.69844694524897,49.6578341919368,10.0957138838543,1.13911928393732,0.88681499869509,0.1417395290158,0.432700803829056,0.0634294986316351,0.000119757575267997,3.08076284917209,166272.506626605,62239.41610978
"DZA",2.6,-0.670135140419006,-0.948087155818939,-0.678364396095276,4.506626,6.46080011904762,5.61015717726636,16.5131397247314,15.253680229187,361.736857197974,12.7319101410041,55.5320205688477,31.1485595703125,0.220640003681183,821.66519,0.47865,0,0,89.9926666666667,83.8111496005924,0.332,2031.84855233853,2.5,36.9666666666667,8.71874541990327,0.270369485546555,0.162171345610305,5.8298625,18.86936,0.611956051334519,0.202006666666667,0.0177418216011876,0.0135602239752488,0.00221562205807751,0.0170982845154325,12.7025065947775,0.481077696,826.136,44.3165652626044,20.6433219757724,8.05013240951446,0.0364,6.74413,0.562657960007722,4.26074991304348,32,4.73056652173913,0.00308159287535727,0.324985214862421,10.3843203312453,0.580157989188502,0.457096666666667,0.45618,1.79675554342846,0.0193671502028722,0.753936626241303,6.98432219392449,263,0.859216123220123,0,0.00787491993005112,4.054367799,0.00087454161571878,-0.71833086,0.0195608893909628,0.156456733568934,0.639675863240647,37.922326124378,18.0035935110869,0,1.38360473437363,0.00679408482978269,0.198252909452312,0.0820859202366601,0.0125284852338322,1.95483258264061,92622.5043478464,11675.1054210694
"KWT",2.05,0.0075402706861496,0.320921540260315,0.341668486595154,3.44119014049587,4.22420634920635,5.0262608311279,16.5131397247314,14.7127103805542,393.957556326556,7.58835795397447,51.8967208862305,28.068660736084,4.1267900466919,159.38516,0.0976,0,16.4333333333333,99.9933333333333,98.1102666666667,0.63655,19564.4028103045,3.2,19.509,4.50262529832936,0.101798292680843,2.00999804195022,4.55625,91.95706,0.640780751739067,90.1589833333333,0.097207318066387,0.0386666272914645,0.00901105810418375,0.0330409858789424,3.73727100623132,0.396269624,249.255,28.8166611122994,22.6505039826039,7.58309903321304,0.182434113885426,28.72709132,1.06971598975614,2.87993094214876,50.8,4.02856985123967,0.0180956172415041,0.592693378052932,5.42821858501495,0.331795433896527,0.50575,6.32054,0.0675365372666613,0.00601793344165614,0.149341032693241,9.1913903432228,240,-3.60961326602989,0,0.434572197356115,20.86602219,0.631977324684232,-1.0036715,0.403344812449954,6.63953112584491,3.92808762472577,44.5483489998673,19.3153078402119,8.99734485952454,0.0558476476173,0.124337783843853,0.258747208117624,0.396921261103088,0.164380555872761,18.9079171595869,136055.069915269,172220.327173653
"PAK",3.475,-0.577790379524231,-0.901008188724518,-0.859885513782501,3.24835085714286,3.51690476190476,1.8773426772058,15.3828802108765,7.46059761562907,371.425620374612,11.6600265926187,11.2244997024536,23.1765995025635,2.50176000595093,473.71632,0.16375,0,30,56.2918947368421,74.6583168126942,0.70417,732.762276312442,3,14.2763333333333,11.1667538354254,18.1117115798568,0.70522514941379,3.58,11.97679,0.640780751739067,12.2535866666667,0.0245449741046198,0.0369894561960991,0.0212116047906635,0.0111432072810623,6.55384063212871,0.125388546,1584.474,56.2006549372729,11.4416838230504,1.9978159574303,0.217965921,28.72709132,0.556711594042445,3.49392657142857,48.1,3.82625285714286,0.0054460171331699,0.301105853578862,9.96818023383049,0.724108217628311,0.537363333333333,6.98233,0.303656982721322,0.162738566508963,0.106576966819524,14.4287631100289,481,0.13140592648796,0,0.356024559794629,21.48054839,0.0233362574126332,-0.52038205,0.984189174485168,5.85536317647655,2.16727728844238,48.8175352873456,28.7918421460014,0.284538353909906,0.389660049723004,0.184271159935592,0.120131486314401,0.0160041864010229,0.0717291743093128,2.36699584113513,159798.249625183,1108993.89756936
"ECU",2.7,-0.494244992733002,-0.718200981616974,-0.957790791988373,2.80419105050505,3.73949910714286,3.89365005493164,6.00277996063232,14.8516702651978,397.349853331189,19.6618316022061,59.8797798156738,19.6662998199463,0.699289977550507,535.37392,0.18115,0,8.9,70.1352280701754,74.697420995916,0.88507,1833.88888888889,2.5,21.7536666666667,12.2684438933664,28.9123838918151,0.761780766420704,2.92945625,55.55038,0.669888035739983,18.0250266666667,0.032969242116996,0.0316756337771089,0.00953377344142158,0.0175897065194469,6.52098005841294,0.24289092,296.728,41.0639217924519,13.0313664356619,8.49599028798224,0.04405,8.09059,0.51717751019676,3.33349317171717,47.1,3.23433139393939,0.00417684773301589,0.751036999909283,7.5380975219599,0.541166503267862,0.568326666666667,5.57274,0.14196823374204,0.0219052465557682,0.0554022375578694,8.98128926154593,243,0.721972039270524,1.19371627751516,0.257431526797518,9.895222518,0.0430944855412001,-0.96216965,0.307683896823901,0.22900173897016,4.53259556020319,2.48643928448437,46.2400925217367,0,0.173131992368342,0.038197535396005,5.9126000950806,0.0768652608642972,0.0372724525324066,9.46311242698748,327673.714173335,29663.7130472834
